Order_ID,Order_Date,Customer_ID,Seller_ID,Order_Status,Payment_Method,Shipping_Mode
O0011344,2026-05-14,C01825,S0012,Completed,COD,Same Day
O0011345,2025-11-19,C01878,S0009,Completed,Wallet,Same Day
O0011346,2024-02-24,C01626,S0074,Completed,Wallet,Standard
O0011347,2025-06-19,C01214,S0060,Completed,Credit Card,Standard
O0011348,2025-12-16,C01677,S0043,Pending,UPI,Same Day
O0011349,2025-05-30,C01299,S0041,Completed,Wallet,Express
O0011350,2026-06-21,C00669,S0081,Completed,Wallet,Same Day
O0011351,2025-10-29,C01921,S0059,Completed,UPI,Standard
O0011352,2025-07-16,C01387,S0017,Returned,COD,Same Day
O0011353,2025-01-25,C00996,S0098,Returned,Net Banking,Express
O0011354,2025-07-13,C01391,S0026,Completed,Debit Card,Same Day
O0011355,2024-11-07,C00253,S0035,Completed,Wallet,Standard
O0011356,2025-03-26,C00802,S0003,Completed,Net Banking,Express
O0011357,2024-01-18,C01858,S0029,Completed,Net Banking,Same Day
O0011358,2024-01-04,C01844,S0086,Completed,Wallet,Express
O0011359,2025-12-26,C01838,S0064,Completed,UPI,Standard
O0011360,2024-06-06,C01417,S0094,Completed,UPI,Same Day
O0011361,2024-11-09,C01711,S0003,Completed,Debit Card,Express
O0011362,2024-12-12,C00855,S0039,Completed,COD,Standard
O0011363,2025-07-12,C00409,S0041,Cancelled,COD,Same Day
O0011364,2026-08-01,C00925,S0006,Pending,UPI,Express
O0011365,2025-02-16,C00443,S0022,Completed,Debit Card,Standard
O0011366,2026-01-19,C00125,S0049,Completed,Credit Card,Same Day
O0011367,2025-11-29,C01308,S0001,Cancelled,UPI,Express
O0011368,2025-01-01,C00439,S0073,Completed,COD,Same Day
O0011369,2025-11-20,C01255,S0065,Returned,Net Banking,Same Day
O0011370,2026-08-12,C01313,S0012,Completed,Debit Card,Standard
O0011371,2024-06-11,C00634,S0053,Completed,COD,Express
O0011372,2026-04-01,C01529,S0018,Completed,COD,Express
O0011373,2026-05-25,C01126,S0082,Returned,UPI,Express
O0011374,2024-04-09,C01532,S0093,Completed,UPI,Same Day
O0011375,2025-10-20,C01465,S0021,Completed,Wallet,Standard
O0011376,2024-02-24,C01298,S0095,Completed,Wallet,Express
O0011377,2026-02-11,C00806,S0072,Completed,Credit Card,Same Day
O0011378,2024-02-15,C01491,S0088,Completed,COD,Express
O0011379,2025-02-04,C00728,S0023,Completed,Wallet,Standard
O0011380,2024-09-24,C01404,S0043,Completed,UPI,Same Day
O0011381,2025-11-27,C00315,S0058,Completed,Credit Card,Same Day
O0011382,2025-07-26,C00209,S0009,Completed,Debit Card,Same Day
O0011383,2025-11-12,C00689,S0054,Completed,Net Banking,Standard
O0011384,2024-06-07,C00253,S0029,Completed,Wallet,Express
O0011385,2026-05-05,C01928,S0061,Completed,Debit Card,Standard
O0011386,2025-09-17,C00538,S0038,Completed,Debit Card,Same Day
O0011387,2024-01-20,C00294,S0099,Completed,Net Banking,Standard
O0011388,2025-03-22,C01025,S0010,Completed,Debit Card,Express
O0011389,2025-12-30,C01800,S0082,Completed,UPI,Standard
O0011390,2025-02-22,C00488,S0085,Completed,Net Banking,Express
O0011391,2026-05-10,C01331,S0068,Completed,UPI,Same Day
O0011392,2025-03-20,C01264,S0011,Pending,Credit Card,Express
O0011393,2025-07-30,C01304,S0057,Completed,Credit Card,Standard
O0011394,2024-10-22,C01295,S0095,Completed,Wallet,Standard
O0011395,2025-10-31,C01191,S0021,Completed,COD,Same Day
O0011396,2025-09-25,C01526,S0091,Completed,Net Banking,Same Day
O0011397,2026-08-12,C01173,S0039,Completed,Credit Card,Same Day
O0011398,2026-04-07,C01646,S0064,Completed,UPI,Same Day
O0011399,2025-03-01,C01909,S0008,Completed,Debit Card,Same Day
O0011400,2026-07-28,C01362,S0006,Pending,COD,Same Day
O0011401,2026-07-16,C00989,S0057,Completed,Debit Card,Same Day
O0011402,2024-05-12,C00363,S0033,Completed,UPI,Same Day
O0011403,2025-05-13,C00233,S0018,Completed,Net Banking,Same Day
O0011404,2024-08-17,C01184,S0025,Cancelled,Credit Card,Standard
O0011405,2025-07-12,C00109,S0028,Completed,UPI,Express
O0011406,2024-08-12,C00070,S0081,Completed,Wallet,Express
O0011407,2024-10-10,C01689,S0002,Returned,Net Banking,Express
O0011408,2024-03-19,C01163,S0074,Completed,UPI,Express
O0011409,2025-08-09,C00936,S0064,Completed,Debit Card,Same Day
O0011410,2024-11-05,C00527,S0021,Cancelled,Net Banking,Express
O0011411,2026-03-26,C00168,S0012,Completed,COD,Standard
O0011412,2025-12-21,C00719,S0077,Completed,Net Banking,Same Day
O0011413,2026-04-23,C00068,S0025,Completed,Debit Card,Standard
O0011414,2024-10-24,C00953,S0034,Completed,COD,Standard
O0011415,2026-08-11,C00802,S0027,Completed,Debit Card,Express
O0011416,2024-09-14,C00191,S0075,Completed,Debit Card,Standard
O0011417,2025-06-30,C01027,S0002,Completed,UPI,Same Day
O0011418,2026-01-29,C00561,S0025,Completed,COD,Express
O0011419,2026-06-18,C01555,S0065,Completed,COD,Same Day
O0011420,2024-08-12,C01197,S0013,Completed,Debit Card,Same Day
O0011421,2025-03-30,C00729,S0042,Completed,COD,Same Day
O0011422,2024-08-07,C00899,S0034,Completed,Wallet,Express
O0011423,2024-03-27,C00170,S0059,Completed,Credit Card,Same Day
O0011424,2024-12-27,C00863,S0005,Completed,Wallet,Express
O0011425,2024-07-18,C01054,S0023,Completed,Credit Card,Express
O0011426,2024-04-15,C01549,S0057,Completed,Credit Card,Standard
O0011427,2025-02-08,C01728,S0067,Completed,Net Banking,Express
O0011428,2026-04-11,C01668,S0003,Returned,Net Banking,Same Day
O0011429,2026-04-11,C00015,S0033,Completed,Credit Card,Same Day
O0011430,2025-09-21,C01129,S0073,Completed,Wallet,Standard
O0011431,2024-08-16,C00164,S0017,Completed,Credit Card,Standard
O0011432,2026-06-07,C01098,S0013,Completed,COD,Standard
O0011433,2024-03-18,C00638,S0034,Completed,Credit Card,Standard
O0011434,2024-09-27,C01248,S0006,Completed,Debit Card,Same Day
O0011435,2025-09-10,C01350,S0021,Completed,COD,Same Day
O0011436,2026-07-31,C01579,S0050,Completed,COD,Standard
O0011437,2025-04-19,C00717,S0069,Completed,Wallet,Same Day
O0011438,2024-05-26,C01123,S0091,Completed,COD,Express
O0011439,2025-05-01,C00203,S0054,Completed,Debit Card,Express
O0011440,2025-11-07,C00479,S0035,Cancelled,Net Banking,Express
O0011441,2025-06-12,C01791,S0079,Completed,UPI,Express
O0011442,2025-04-18,C01384,S0050,Completed,Wallet,Express
O0011443,2025-07-13,C00193,S0066,Completed,Credit Card,Express
O0011444,2024-02-13,C01327,S0009,Completed,Wallet,Standard
O0011445,2024-08-21,C00312,S0093,Completed,Wallet,Express
O0011446,2026-02-14,C01933,S0002,Completed,COD,Express
O0011447,2026-05-24,C00482,S0028,Returned,Credit Card,Standard
O0011448,2026-07-12,C01991,S0087,Completed,UPI,Express
O0011449,2024-12-07,C01959,S0052,Completed,Credit Card,Standard
O0011450,2024-05-02,C01553,S0008,Completed,Wallet,Same Day
O0011451,2025-01-18,C01580,S0009,Pending,COD,Standard
O0011452,2024-04-26,C00663,S0026,Completed,Wallet,Express
O0011453,2024-04-06,C00259,S0071,Completed,COD,Standard
O0011454,2024-02-18,C00289,S0083,Completed,UPI,Same Day
O0011455,2026-07-10,C00119,S0096,Completed,Credit Card,Standard
O0011456,2025-01-10,C01021,S0011,Cancelled,UPI,Standard
O0011457,2024-09-18,C01379,S0087,Completed,UPI,Standard
O0011458,2026-07-29,C00348,S0076,Completed,Net Banking,Express
O0011459,2025-04-07,C00253,S0052,Pending,Net Banking,Standard
O0011460,2026-05-18,C01668,S0004,Completed,Net Banking,Standard
O0011461,2024-12-17,C01704,S0056,Completed,Credit Card,Standard
O0011462,2025-10-17,C00165,S0097,Completed,Wallet,Same Day
O0011463,2025-10-14,C01454,S0034,Completed,Debit Card,Standard
O0011464,2025-01-22,C00170,S0045,Completed,Debit Card,Express
O0011465,2024-06-23,C00705,S0021,Completed,Credit Card,Express
O0011466,2026-04-29,C00824,S0071,Completed,Debit Card,Same Day
O0011467,2024-10-20,C01351,S0076,Completed,Debit Card,Express
O0011468,2024-02-28,C01627,S0089,Completed,Wallet,Same Day
O0011469,2024-12-25,C00296,S0041,Completed,COD,Express
O0011470,2026-05-18,C01944,S0092,Completed,UPI,Same Day
O0011471,2025-06-16,C00302,S0038,Completed,COD,Standard
O0011472,2026-02-23,C01958,S0003,Completed,COD,Express
O0011473,2025-09-03,C00994,S0084,Completed,Debit Card,Same Day
O0011474,2025-07-03,C01086,S0058,Completed,Wallet,Same Day
O0011475,2026-07-30,C01880,S0074,Cancelled,COD,Standard
O0011476,2025-09-05,C01213,S0002,Completed,COD,Same Day
O0011477,2026-06-03,C00929,S0034,Cancelled,UPI,Same Day
O0011478,2025-09-10,C01236,S0004,Completed,Wallet,Express
O0011479,2026-04-21,C00511,S0073,Completed,Net Banking,Express
O0011480,2025-07-19,C01217,S0059,Completed,Credit Card,Express
O0011481,2025-06-22,C00594,S0025,Completed,Net Banking,Same Day
O0011482,2026-05-01,C00650,S0073,Completed,Credit Card,Express
O0011483,2025-05-01,C01673,S0040,Completed,Debit Card,Express
O0011484,2025-05-06,C01221,S0037,Completed,Debit Card,Standard
O0011485,2025-03-29,C00520,S0088,Completed,UPI,Express
O0011486,2024-02-13,C01508,S0028,Cancelled,COD,Standard
O0011487,2024-01-09,C00616,S0020,Completed,Debit Card,Same Day
O0011488,2025-01-29,C01242,S0029,Completed,UPI,Same Day
O0011489,2025-09-05,C01701,S0040,Completed,Net Banking,Same Day
O0011490,2024-07-25,C00242,S0064,Completed,Debit Card,Same Day
O0011491,2025-11-17,C00008,S0053,Completed,COD,Express
O0011492,2025-04-10,C00894,S0008,Completed,COD,Same Day
O0011493,2024-11-06,C00752,S0085,Completed,Credit Card,Same Day
O0011494,2025-10-28,C00436,S0069,Completed,UPI,Same Day
O0011495,2026-04-19,C01661,S0010,Completed,Credit Card,Standard
O0011496,2026-01-29,C00629,S0039,Completed,Net Banking,Express
O0011497,2025-01-15,C01853,S0003,Completed,Credit Card,Express
O0011498,2026-04-07,C00641,S0075,Completed,Credit Card,Standard
O0011499,2026-01-20,C00671,S0059,Completed,Wallet,Same Day
O0011500,2024-06-12,C00805,S0032,Completed,Credit Card,Standard
O0011501,2024-10-13,C00971,S0059,Completed,Net Banking,Same Day
O0011502,2026-05-21,C01022,S0082,Completed,COD,Standard
O0011503,2025-03-11,C00187,S0099,Cancelled,UPI,Express
O0011504,2024-05-14,C00512,S0042,Completed,COD,Same Day
O0011505,2024-08-16,C01925,S0054,Cancelled,Debit Card,Standard
O0011506,2026-07-19,C01091,S0022,Completed,Wallet,Same Day
O0011507,2024-08-21,C01949,S0086,Completed,UPI,Express
O0011508,2024-09-04,C01549,S0043,Completed,Net Banking,Same Day
O0011509,2025-02-12,C00535,S0019,Completed,Wallet,Standard
O0011510,2026-05-21,C01218,S0039,Returned,Debit Card,Same Day
O0011511,2024-09-13,C01992,S0068,Completed,COD,Same Day
O0011512,2025-11-27,C00316,S0099,Returned,Wallet,Express
O0011513,2024-03-07,C00037,S0020,Completed,Wallet,Standard
O0011514,2025-11-24,C01530,S0097,Completed,Wallet,Same Day
O0011515,2025-10-01,C00760,S0081,Completed,Wallet,Standard
O0011516,2024-09-28,C00931,S0009,Completed,Credit Card,Same Day
O0011517,2026-05-19,C00476,S0015,Pending,Net Banking,Express
O0011518,2024-02-19,C00204,S0055,Completed,COD,Express
O0011519,2024-08-07,C00009,S0024,Completed,Wallet,Same Day
O0011520,2025-12-08,C00726,S0057,Completed,UPI,Same Day
O0011521,2025-09-16,C00366,S0025,Completed,Net Banking,Same Day
O0011522,2025-07-09,C00027,S0009,Completed,Credit Card,Standard
O0011523,2024-03-02,C01396,S0002,Completed,UPI,Express
O0011524,2024-02-08,C00893,S0089,Completed,Net Banking,Same Day
O0011525,2026-05-14,C01946,S0016,Completed,Wallet,Same Day
O0011526,2024-07-04,C00274,S0041,Completed,UPI,Same Day
O0011527,2025-01-13,C01726,S0086,Completed,Wallet,Express
O0011528,2024-02-19,C00734,S0039,Completed,UPI,Express
O0011529,2025-03-11,C01384,S0069,Completed,Wallet,Same Day
O0011530,2025-01-02,C01445,S0016,Completed,COD,Same Day
O0011531,2024-07-03,C01893,S0057,Completed,Debit Card,Same Day
O0011532,2024-03-05,C01700,S0047,Returned,COD,Same Day
O0011533,2026-05-13,C01493,S0068,Completed,Wallet,Standard
O0011534,2024-01-30,C01551,S0076,Cancelled,Wallet,Express
O0011535,2026-08-01,C01853,S0073,Completed,COD,Same Day
O0011536,2025-01-23,C00282,S0059,Pending,Wallet,Standard
O0011537,2026-01-30,C01024,S0062,Returned,COD,Same Day
O0011538,2025-03-27,C00738,S0020,Completed,Credit Card,Standard
O0011539,2024-06-27,C00970,S0040,Completed,COD,Express
O0011540,2026-03-29,C00290,S0082,Cancelled,COD,Express
O0011541,2024-07-31,C00435,S0007,Completed,COD,Same Day
O0011542,2024-10-19,C01810,S0094,Completed,UPI,Standard
O0011543,2024-07-02,C01164,S0051,Completed,Net Banking,Express
O0011544,2025-05-04,C01554,S0056,Completed,Debit Card,Standard
O0011545,2024-01-01,C00875,S0098,Completed,COD,Standard
O0011546,2024-04-03,C01741,S0093,Completed,UPI,Standard
O0011547,2024-08-21,C01966,S0002,Completed,Debit Card,Express
O0011548,2025-05-04,C01018,S0011,Completed,Debit Card,Express
O0011549,2026-04-12,C00082,S0011,Completed,Net Banking,Same Day
O0011550,2025-09-05,C00083,S0062,Returned,Debit Card,Same Day
O0011551,2025-10-19,C01871,S0067,Returned,COD,Express
O0011552,2025-07-21,C00241,S0018,Completed,COD,Express
O0011553,2026-06-08,C01746,S0048,Completed,Credit Card,Same Day
O0011554,2026-05-28,C01515,S0074,Completed,Debit Card,Express
O0011555,2024-08-24,C01870,S0016,Completed,COD,Express
O0011556,2026-01-19,C01048,S0010,Completed,COD,Standard
O0011557,2026-07-22,C01053,S0058,Completed,COD,Express
O0011558,2025-03-13,C00129,S0009,Completed,Debit Card,Standard
O0011559,2025-01-02,C00995,S0084,Completed,UPI,Same Day
O0011560,2026-08-04,C01459,S0020,Completed,UPI,Standard
O0011561,2025-03-15,C01470,S0036,Pending,Debit Card,Same Day
O0011562,2025-03-06,C00091,S0056,Completed,COD,Same Day
O0011563,2024-03-04,C00570,S0084,Returned,Credit Card,Express
O0011564,2025-10-24,C00744,S0059,Completed,Net Banking,Same Day
O0011565,2026-03-30,C01857,S0036,Completed,Credit Card,Same Day
O0011566,2026-04-07,C01477,S0064,Completed,Net Banking,Same Day
O0011567,2026-06-30,C01503,S0047,Completed,COD,Same Day
O0011568,2025-01-11,C01389,S0061,Completed,Wallet,Same Day
O0011569,2024-02-17,C00658,S0072,Cancelled,UPI,Standard
O0011570,2024-01-25,C01711,S0051,Completed,Net Banking,Same Day
O0011571,2025-06-10,C01358,S0062,Completed,Debit Card,Same Day
O0011572,2024-08-12,C01620,S0001,Cancelled,Net Banking,Standard
O0011573,2026-03-27,C01844,S0040,Completed,Credit Card,Standard
O0011574,2024-07-30,C00598,S0085,Completed,Credit Card,Standard
O0011575,2024-02-13,C00620,S0076,Completed,Credit Card,Standard
O0011576,2024-05-20,C01179,S0075,Completed,Debit Card,Express
O0011577,2024-07-17,C01108,S0031,Cancelled,COD,Standard
O0011578,2024-04-18,C00920,S0001,Completed,COD,Express
O0011579,2025-01-11,C01377,S0064,Returned,Debit Card,Express
O0011580,2025-10-08,C00047,S0052,Completed,Credit Card,Standard
O0011581,2024-09-11,C00674,S0056,Completed,Wallet,Same Day
O0011582,2026-01-02,C01375,S0014,Completed,Wallet,Standard
O0011583,2024-10-06,C00243,S0090,Returned,Credit Card,Standard
O0011584,2025-05-26,C01849,S0005,Completed,Debit Card,Standard
O0011585,2025-09-16,C01175,S0051,Completed,COD,Same Day
O0011586,2024-08-06,C00063,S0066,Completed,Credit Card,Express
O0011587,2025-04-16,C01101,S0019,Completed,COD,Standard
O0011588,2025-03-18,C01855,S0074,Completed,Debit Card,Express
O0011589,2025-11-27,C00301,S0048,Completed,Wallet,Express
O0011590,2025-05-02,C01113,S0030,Completed,Credit Card,Standard
O0011591,2024-11-26,C00233,S0040,Pending,Net Banking,Standard
O0011592,2024-12-06,C00227,S0088,Completed,Debit Card,Express
O0011593,2024-07-19,C00816,S0064,Completed,Credit Card,Express
O0011594,2026-05-15,C00038,S0096,Completed,Credit Card,Express
O0011595,2024-08-04,C00738,S0029,Completed,COD,Express
O0011596,2024-01-28,C00658,S0028,Completed,UPI,Standard
O0011597,2024-02-09,C00538,S0061,Cancelled,UPI,Same Day
O0011598,2026-04-14,C01175,S0091,Completed,Net Banking,Express
O0011599,2024-09-28,C01365,S0098,Completed,Wallet,Express
O0011600,2024-10-10,C01086,S0096,Completed,Credit Card,Same Day
O0011601,2024-09-11,C00953,S0034,Completed,Debit Card,Same Day
O0011602,2025-05-10,C01037,S0031,Returned,COD,Express
O0011603,2025-12-03,C00537,S0052,Completed,Debit Card,Express
O0011604,2024-08-15,C00777,S0050,Returned,UPI,Same Day
O0011605,2024-02-05,C01408,S0100,Completed,Wallet,Same Day
O0011606,2025-12-09,C00690,S0013,Completed,Wallet,Standard
O0011607,2025-03-21,C01269,S0097,Completed,Net Banking,Same Day
O0011608,2024-07-11,C00538,S0053,Completed,Credit Card,Same Day
O0011609,2025-06-02,C01602,S0055,Completed,Net Banking,Standard
O0011610,2024-10-16,C01498,S0055,Completed,Credit Card,Standard
O0011611,2026-07-13,C01920,S0017,Completed,UPI,Standard
O0011612,2024-02-22,C01202,S0044,Completed,UPI,Express
O0011613,2024-04-07,C00532,S0044,Completed,Debit Card,Same Day
O0011614,2024-03-06,C01327,S0038,Completed,Wallet,Standard
O0011615,2026-05-25,C01335,S0051,Completed,COD,Standard
O0011616,2024-09-03,C00655,S0002,Cancelled,Net Banking,Same Day
O0011617,2025-07-22,C01449,S0031,Cancelled,Credit Card,Same Day
O0011618,2024-10-04,C01541,S0024,Completed,COD,Standard
O0011619,2024-07-28,C01165,S0060,Completed,Wallet,Same Day
O0011620,2025-01-17,C00203,S0020,Cancelled,Credit Card,Standard
O0011621,2024-07-02,C00622,S0066,Completed,Debit Card,Standard
O0011622,2026-03-07,C01815,S0082,Completed,Credit Card,Same Day
O0011623,2026-07-22,C01733,S0092,Pending,UPI,Same Day
O0011624,2026-02-18,C00481,S0075,Completed,UPI,Standard
O0011625,2024-09-28,C00129,S0058,Completed,Debit Card,Standard
O0011626,2024-07-17,C00375,S0015,Cancelled,UPI,Standard
O0011627,2025-07-19,C00063,S0081,Completed,Wallet,Same Day
O0011628,2025-12-23,C01951,S0012,Completed,Net Banking,Same Day
O0011629,2025-04-27,C01121,S0077,Completed,Wallet,Express
O0011630,2024-04-15,C00170,S0072,Completed,Wallet,Same Day
O0011631,2024-01-04,C00723,S0057,Completed,UPI,Express
O0011632,2024-02-25,C01819,S0021,Completed,UPI,Express
O0011633,2026-05-06,C00279,S0036,Completed,Debit Card,Standard
O0011634,2025-01-11,C00970,S0036,Completed,UPI,Standard
O0011635,2025-09-25,C00065,S0013,Completed,Credit Card,Express
O0011636,2025-06-18,C01014,S0022,Completed,Debit Card,Express
O0011637,2026-06-04,C00833,S0016,Pending,COD,Express
O0011638,2025-01-01,C01551,S0079,Completed,Net Banking,Same Day
O0011639,2024-07-26,C00202,S0047,Completed,Net Banking,Same Day
O0011640,2025-03-11,C01112,S0026,Cancelled,Wallet,Standard
O0011641,2025-07-03,C01412,S0054,Completed,Debit Card,Express
O0011642,2024-02-29,C00177,S0080,Completed,Net Banking,Standard
O0011643,2024-01-30,C01078,S0042,Completed,Credit Card,Standard
O0011644,2025-10-06,C00657,S0061,Completed,COD,Same Day
O0011645,2025-01-25,C00423,S0017,Completed,Debit Card,Same Day
O0011646,2026-01-24,C00782,S0085,Returned,COD,Standard
O0011647,2025-10-02,C01100,S0008,Completed,Credit Card,Standard
O0011648,2026-01-21,C00281,S0004,Completed,UPI,Same Day
O0011649,2025-01-28,C00631,S0062,Completed,COD,Same Day
O0011650,2025-10-02,C01544,S0075,Completed,COD,Express
O0011651,2024-04-28,C01442,S0091,Completed,UPI,Same Day
O0011652,2025-12-06,C00781,S0002,Cancelled,COD,Same Day
O0011653,2024-02-09,C00943,S0058,Completed,UPI,Express
O0011654,2026-08-10,C01312,S0049,Completed,Wallet,Standard
O0011655,2026-03-12,C00421,S0098,Returned,Credit Card,Express
O0011656,2024-07-18,C01649,S0086,Completed,Wallet,Standard
O0011657,2024-01-15,C01678,S0004,Completed,Debit Card,Express
O0011658,2025-10-29,C00040,S0069,Completed,Wallet,Same Day
O0011659,2026-01-31,C01706,S0065,Completed,UPI,Standard
O0011660,2024-10-10,C00299,S0084,Completed,Wallet,Standard
O0011661,2025-04-15,C01253,S0017,Pending,Net Banking,Express
O0011662,2024-07-15,C01828,S0073,Completed,Debit Card,Standard
O0011663,2025-03-06,C01185,S0078,Completed,Wallet,Express
O0011664,2026-03-30,C00190,S0013,Completed,UPI,Same Day
O0011665,2024-04-19,C00625,S0048,Completed,UPI,Express
O0011666,2024-11-02,C00320,S0078,Completed,Wallet,Express
O0011667,2024-12-23,C01819,S0053,Completed,Debit Card,Express
O0011668,2025-08-20,C01257,S0043,Completed,Debit Card,Same Day
O0011669,2025-02-15,C01293,S0033,Returned,COD,Express
O0011670,2024-07-23,C01861,S0100,Completed,Wallet,Standard
O0011671,2025-05-10,C01177,S0034,Completed,Debit Card,Standard
O0011672,2025-12-26,C00128,S0071,Completed,COD,Same Day
O0011673,2025-07-25,C01390,S0097,Completed,Debit Card,Express
O0011674,2026-01-19,C01029,S0016,Completed,Wallet,Same Day
O0011675,2024-05-07,C00709,S0086,Completed,Debit Card,Same Day
O0011676,2024-07-18,C00975,S0037,Completed,Wallet,Standard
O0011677,2025-01-31,C01737,S0051,Completed,COD,Same Day
O0011678,2026-01-04,C00496,S0010,Cancelled,Credit Card,Same Day
O0011679,2024-01-13,C01467,S0048,Completed,Net Banking,Standard
O0011680,2025-12-05,C00126,S0094,Completed,UPI,Same Day
O0011681,2026-05-29,C01329,S0015,Pending,Wallet,Express
O0011682,2026-08-05,C00699,S0070,Completed,Debit Card,Same Day
O0011683,2026-02-20,C01116,S0061,Completed,Wallet,Same Day
O0011684,2026-06-28,C01884,S0095,Completed,UPI,Standard
O0011685,2026-06-11,C00819,S0030,Cancelled,Credit Card,Express
O0011686,2025-10-05,C00161,S0054,Completed,Credit Card,Standard
O0011687,2024-03-14,C01038,S0039,Completed,Credit Card,Same Day
O0011688,2024-02-27,C01164,S0001,Completed,Debit Card,Same Day
O0011689,2024-10-29,C00579,S0050,Completed,UPI,Express
O0011690,2024-08-27,C01906,S0092,Returned,UPI,Same Day
O0011691,2024-08-04,C01855,S0097,Completed,Wallet,Standard
O0011692,2026-03-20,C00305,S0084,Completed,Debit Card,Same Day
O0011693,2025-12-29,C00944,S0057,Completed,Credit Card,Same Day
O0011694,2025-06-20,C01565,S0046,Completed,Debit Card,Standard
O0011695,2025-08-07,C01988,S0097,Pending,UPI,Same Day
O0011696,2026-03-17,C00560,S0087,Cancelled,Credit Card,Same Day
O0011697,2026-02-01,C00719,S0032,Completed,Wallet,Standard
O0011698,2024-05-25,C01668,S0051,Completed,Wallet,Express
O0011699,2025-11-11,C01766,S0040,Completed,UPI,Express
O0011700,2025-05-28,C00539,S0049,Completed,Net Banking,Same Day
O0011701,2026-03-08,C00688,S0003,Cancelled,Debit Card,Express
O0011702,2025-02-15,C01593,S0050,Completed,UPI,Express
O0011703,2025-11-15,C01496,S0071,Completed,Credit Card,Express
O0011704,2026-01-27,C01659,S0084,Cancelled,Wallet,Same Day
O0011705,2024-03-15,C00921,S0033,Completed,COD,Same Day
O0011706,2024-02-28,C00370,S0021,Pending,Credit Card,Same Day
O0011707,2025-08-09,C00697,S0044,Completed,Wallet,Standard
O0011708,2025-06-02,C00673,S0080,Completed,UPI,Same Day
O0011709,2025-07-22,C01722,S0070,Completed,Wallet,Standard
O0011710,2026-08-04,C01954,S0098,Completed,Debit Card,Express
O0011711,2025-02-04,C01377,S0033,Completed,UPI,Same Day
O0011712,2025-11-19,C00154,S0018,Completed,Net Banking,Same Day
O0011713,2025-09-15,C01362,S0009,Completed,Wallet,Same Day
O0011714,2024-12-07,C00166,S0050,Completed,COD,Express
O0011715,2024-02-21,C00444,S0067,Returned,UPI,Standard
O0011716,2024-06-03,C00317,S0073,Completed,COD,Express
O0011717,2025-12-18,C00442,S0076,Completed,Credit Card,Same Day
O0011718,2025-04-23,C00054,S0034,Completed,Credit Card,Same Day
O0011719,2026-07-04,C00142,S0087,Completed,Credit Card,Express
O0011720,2025-05-14,C01398,S0010,Completed,Net Banking,Standard
O0011721,2024-03-06,C00740,S0021,Completed,Debit Card,Standard
O0011722,2025-01-21,C00836,S0056,Completed,UPI,Same Day
O0011723,2025-05-25,C01121,S0090,Completed,COD,Standard
O0011724,2024-09-06,C02000,S0089,Completed,COD,Standard
O0011725,2024-04-30,C01006,S0010,Completed,Debit Card,Same Day
O0011726,2026-04-17,C01672,S0022,Completed,Wallet,Same Day
O0011727,2026-04-08,C01917,S0022,Returned,Net Banking,Express
O0011728,2024-04-20,C00958,S0012,Completed,Credit Card,Express
O0011729,2024-07-22,C01328,S0054,Completed,COD,Standard
O0011730,2024-10-12,C00403,S0075,Completed,Debit Card,Same Day
O0011731,2025-01-07,C01259,S0004,Completed,UPI,Express
O0011732,2026-05-03,C01637,S0033,Completed,Debit Card,Express
O0011733,2024-04-08,C01515,S0004,Completed,Debit Card,Express
O0011734,2025-12-05,C01424,S0080,Completed,Debit Card,Express
O0011735,2025-06-28,C01037,S0014,Pending,Debit Card,Express
O0011736,2026-06-14,C01801,S0037,Completed,UPI,Same Day
O0011737,2024-02-24,C00759,S0030,Completed,COD,Express
O0011738,2026-07-10,C00388,S0083,Completed,UPI,Same Day
O0011739,2026-05-15,C01209,S0055,Completed,COD,Same Day
O0011740,2024-07-14,C00988,S0047,Completed,Net Banking,Standard
O0011741,2024-11-30,C01593,S0018,Completed,Net Banking,Express
O0011742,2024-09-26,C00168,S0003,Completed,COD,Same Day
O0011743,2026-06-28,C00076,S0019,Completed,Debit Card,Standard
O0011744,2026-01-03,C01525,S0028,Completed,Credit Card,Standard
O0011745,2025-11-17,C01992,S0007,Completed,Wallet,Express
O0011746,2024-08-27,C00730,S0057,Completed,Credit Card,Express
O0011747,2025-08-11,C01868,S0057,Pending,Wallet,Express
O0011748,2024-07-23,C00986,S0099,Completed,COD,Express
O0011749,2026-06-29,C00239,S0065,Completed,Debit Card,Express
O0011750,2024-05-26,C01052,S0026,Completed,COD,Same Day
O0011751,2025-04-25,C00802,S0082,Completed,Net Banking,Standard
O0011752,2025-11-03,C00060,S0071,Cancelled,UPI,Same Day
O0011753,2024-06-28,C01399,S0048,Cancelled,UPI,Express
O0011754,2025-07-05,C01773,S0087,Cancelled,Debit Card,Express
O0011755,2024-10-27,C01185,S0052,Completed,Credit Card,Express
O0011756,2024-07-25,C01691,S0090,Completed,Credit Card,Same Day
O0011757,2025-06-12,C00937,S0100,Completed,UPI,Express
O0011758,2025-01-28,C01416,S0075,Completed,Debit Card,Express
O0011759,2024-07-14,C01413,S0040,Completed,UPI,Standard
O0011760,2026-04-02,C01100,S0037,Completed,COD,Express
O0011761,2025-07-21,C01153,S0013,Completed,Credit Card,Same Day
O0011762,2024-02-13,C01015,S0016,Completed,Wallet,Standard
O0011763,2026-08-08,C00284,S0015,Completed,Net Banking,Express
O0011764,2025-11-23,C01617,S0055,Completed,Net Banking,Express
