Product_ID,Product_Name,Category,Subcategory,Brand,Unit_Cost,Unit_Price
P0342,UrbanEdge Office Furniture 12,Office Supplies,Office Furniture,UrbanEdge,13798.93,18800
P0343,HomeCraft Office Furniture 13,Office Supplies,Office Furniture,HomeCraft,5906.29,9900
P0344,Aero Office Furniture 14,Office Supplies,Office Furniture,Aero,4936.34,7300
P0345,Zenith Office Furniture 15,Office Supplies,Office Furniture,Zenith,4670.16,7500
P0346,PrimeLine Writing 01,Office Supplies,Writing,PrimeLine,0.0,0
P0347,Vista Writing 02,Office Supplies,Writing,Vista,203.31,300
P0348,CorePlus Writing 03,Office Supplies,Writing,CorePlus,225.48,400
P0349,Everday Writing 04,Office Supplies,Writing,Everday,371.58,500
P0350,BrightLife Writing 05,Office Supplies,Writing,BrightLife,648.33,900
P0351,NovaTech Writing 06,Office Supplies,Writing,NovaTech,53.14,100
P0352,UrbanEdge Writing 07,Office Supplies,Writing,UrbanEdge,283.77,500
P0353,HomeCraft Writing 08,Office Supplies,Writing,HomeCraft,314.98,500
P0354,Aero Writing 09,Office Supplies,Writing,Aero,53.47,100
P0355,Zenith Writing 10,Office Supplies,Writing,Zenith,388.1,600
P0356,PrimeLine Writing 11,Office Supplies,Writing,PrimeLine,279.89,400
P0357,Vista Writing 12,Office Supplies,Writing,Vista,200.42,300
P0358,CorePlus Writing 13,Office Supplies,Writing,CorePlus,348.62,600
P0359,Everday Writing 14,Office Supplies,Writing,Everday,574.61,900
P0360,BrightLife Writing 15,Office Supplies,Writing,BrightLife,399.29,800
P0361,NovaTech Fitness Equipment 01,Sports & Fitness,Fitness Equipment,NovaTech,4357.56,8700
P0362,UrbanEdge Fitness Equipment 02,Sports & Fitness,Fitness Equipment,UrbanEdge,3635.8,6000
P0363,HomeCraft Fitness Equipment 03,Sports & Fitness,Fitness Equipment,HomeCraft,18826.33,26400
P0364,Aero Fitness Equipment 04,Sports & Fitness,Fitness Equipment,Aero,16448.91,24500
P0365,Zenith Fitness Equipment 05,Sports & Fitness,Fitness Equipment,Zenith,14376.92,20200
P0366,PrimeLine Fitness Equipment 06,Sports & Fitness,Fitness Equipment,PrimeLine,7941.12,15700
P0367,Vista Fitness Equipment 07,Sports & Fitness,Fitness Equipment,Vista,13320.44,27200
P0368,CorePlus Fitness Equipment 08,Sports & Fitness,Fitness Equipment,CorePlus,15157.01,21100
P0369,Everday Fitness Equipment 09,Sports & Fitness,Fitness Equipment,Everday,728.84,1300
P0370,BrightLife Fitness Equipment 10,Sports & Fitness,Fitness Equipment,BrightLife,4873.62,8900
P0371,NovaTech Fitness Equipment 11,Sports & Fitness,Fitness Equipment,NovaTech,11285.09,16700
P0372,UrbanEdge Fitness Equipment 12,Sports & Fitness,Fitness Equipment,UrbanEdge,4598.59,7800
P0373,HomeCraft Fitness Equipment 13,Sports & Fitness,Fitness Equipment,HomeCraft,15032.86,21700
P0374,Aero Fitness Equipment 14,Sports & Fitness,Fitness Equipment,Aero,15931.09,26700
P0375,Zenith Fitness Equipment 15,Sports & Fitness,Fitness Equipment,Zenith,17923.54,28400
P0376,PrimeLine Outdoor 01,Sports & Fitness,Outdoor,PrimeLine,3667.24,6500
P0377,Vista Outdoor 02,Sports & Fitness,Outdoor,Vista,6261.61,10800
P0378,CorePlus Outdoor 03,Sports & Fitness,Outdoor,CorePlus,5535.05,9900
P0379,Everday Outdoor 04,Sports & Fitness,Outdoor,Everday,3432.53,6500
P0380,BrightLife Outdoor 05,Sports & Fitness,Outdoor,BrightLife,2885.49,5400
P0381,NovaTech Outdoor 06,Sports & Fitness,Outdoor,NovaTech,3345.62,6400
P0382,UrbanEdge Outdoor 07,Sports & Fitness,Outdoor,UrbanEdge,1122.3,2200
P0383,HomeCraft Outdoor 08,Sports & Fitness,Outdoor,HomeCraft,3687.33,5500
P0384,Aero Outdoor 09,Sports & Fitness,Outdoor,Aero,7048.9,11900
P0385,Zenith Outdoor 10,Sports & Fitness,Outdoor,Zenith,2806.86,5500
P0386,PrimeLine Outdoor 11,Sports & Fitness,Outdoor,PrimeLine,4266.59,5900
P0387,Vista Outdoor 12,Sports & Fitness,Outdoor,Vista,4551.69,7300
P0388,CorePlus Outdoor 13,Sports & Fitness,Outdoor,CorePlus,1170.8,2000
P0389,Everday Outdoor 14,Sports & Fitness,Outdoor,Everday,4750.09,8000
P0390,BrightLife Outdoor 15,Sports & Fitness,Outdoor,BrightLife,5997.72,10900
P0391,NovaTech Sportswear 01,Sports & Fitness,Sportswear,NovaTech,2530.54,5000
P0392,UrbanEdge Sportswear 02,Sports & Fitness,Sportswear,UrbanEdge,3388.02,5200
P0393,HomeCraft Sportswear 03,Sports & Fitness,Sportswear,HomeCraft,1126.89,2300
P0394,Aero Sportswear 04,Sports & Fitness,Sportswear,Aero,1821.16,3100
P0395,Zenith Sportswear 05,Sports & Fitness,Sportswear,Zenith,2387.66,4700
P0396,PrimeLine Sportswear 06,Sports & Fitness,Sportswear,PrimeLine,701.22,1400
P0397,Vista Sportswear 07,Sports & Fitness,Sportswear,Vista,3161.18,5800
P0398,CorePlus Sportswear 08,Sports & Fitness,Sportswear,CorePlus,1370.03,1900
P0399,Everday Sportswear 09,Sports & Fitness,Sportswear,Everday,1327.58,2300
P0400,BrightLife Sportswear 10,Sports & Fitness,Sportswear,BrightLife,2144.86,3200
P0401,NovaTech Sportswear 11,Sports & Fitness,Sportswear,NovaTech,731.71,1200
P0402,UrbanEdge Sportswear 12,Sports & Fitness,Sportswear,UrbanEdge,1903.7,3400
P0403,HomeCraft Sportswear 13,Sports & Fitness,Sportswear,HomeCraft,3066.58,4700
P0404,Aero Sportswear 14,Sports & Fitness,Sportswear,Aero,3177.22,4200
P0405,Zenith Sportswear 15,Sports & Fitness,Sportswear,Zenith,2092.02,3000
P0406,PrimeLine Accessories 01,Sports & Fitness,Accessories,PrimeLine,2784.1,5000
P0407,Vista Accessories 02,Sports & Fitness,Accessories,Vista,2592.95,3800
P0408,CorePlus Accessories 03,Sports & Fitness,Accessories,CorePlus,586.14,1000
P0409,Everday Accessories 04,Sports & Fitness,Accessories,Everday,2561.99,3500
P0410,BrightLife Accessories 05,Sports & Fitness,Accessories,BrightLife,242.64,400
P0411,NovaTech Accessories 06,Sports & Fitness,Accessories,NovaTech,2754.19,4400
P0412,UrbanEdge Accessories 07,Sports & Fitness,Accessories,UrbanEdge,2450.8,4900
P0413,HomeCraft Accessories 08,Sports & Fitness,Accessories,HomeCraft,3768.54,6200
P0414,Aero Accessories 09,Sports & Fitness,Accessories,Aero,505.73,1000
P0415,Zenith Accessories 10,Sports & Fitness,Accessories,Zenith,2220.66,4400
P0416,PrimeLine Accessories 11,Sports & Fitness,Accessories,PrimeLine,4157.48,6800
P0417,Vista Accessories 12,Sports & Fitness,Accessories,Vista,1152.02,1800
P0418,CorePlus Accessories 13,Sports & Fitness,Accessories,CorePlus,617.7,1200
P0419,Everday Accessories 14,Sports & Fitness,Accessories,Everday,582.7,900
P0420,BrightLife Accessories 15,Sports & Fitness,Accessories,BrightLife,725.04,1300
