Order_ID,Product_ID,Seller_ID,Quantity,Discount,Sales,Cost,Profit,Order_Status
O0000399,P0219,S0078,2,0.1,1620.0,932.42,687.58,Cancelled
O0000400,P0041,S0039,2,0.2,14720.0,12926.34,1793.66,Completed
O0000401,P0303,S0066,3,0.25,1800.0,1350.87,449.13,Completed
O0000401,P0081,S0066,2,0.08,47840.0,33267.04,14572.96,Completed
O0000402,P0405,S0026,2,0.1,5400.0,4184.04,1215.96,Completed
O0000402,P0028,S0026,4,0.13,222024.0,175639.56,46384.44,Completed
O0000402,P0016,S0026,2,0.13,109620.0,60657.98,48962.02,Completed
O0000403,P0132,S0084,2,0.1,4320.0,3033.42,1286.58,Completed
O0000403,P0378,S0084,3,0.05,28215.0,16605.15,11609.85,Completed
O0000404,P0028,S0063,4,0.25,191400.0,175639.56,15760.44,Completed
O0000405,P0137,S0007,4,0.08,19136.0,12403.56,6732.44,Completed
O0000406,P0155,S0010,3,0.15,18360.0,11858.07,6501.93,Completed
O0000407,P0143,S0052,2,0,3800,2209.2,1590.8,Completed
O0000407,P0032,S0052,2,0.1,7920.0,5278.3,2641.7,Completed
O0000407,P0304,S0052,3,0.15,510.0,357.42,152.58,Completed
O0000408,P0389,S0049,3,0.1,21600.0,14250.27,7349.73,Completed
O0000408,P0168,S0049,2,0.3,7420.0,7364.52,55.48,Completed
O0000409,P0051,S0035,3,0.15,3825.0,2565.69,1259.31,Completed
O0000409,P0177,S0035,3,0.08,11868.0,7972.08,3895.92,Completed
O0000410,P0056,S0056,2,0.12,7392.0,5984.42,1407.58,Completed
O0000410,P0107,S0056,3,0.08,20424.0,13376.7,7047.3,Completed
O0000410,P0015,S0056,1,0.2,40000.0,29526.03,10473.97,Completed
O0000411,P0070,S0083,1,0,5600,2743.51,2856.49,Completed
O0000411,P0149,S0083,1,0.15,4335.0,2634.18,1700.82,Completed
O0000411,P0146,S0083,4,0.12,10560.0,6171.4,4388.6,Completed
O0000411,P0136,S0083,1,0.25,3000.0,3011.7,-11.7,Completed
O0000412,P0306,S0028,1,0.25,450.0,379.04,70.96,Completed
O0000412,P0127,S0028,4,0.15,13260.0,8157.72,5102.28,Completed
O0000413,P0189,S0081,4,0.08,16928.0,14086.52,2841.48,Completed
O0000413,P0163,S0081,4,0.1,17280.0,10620.88,6659.12,Completed
O0000413,P0230,S0081,3,0.1,6480.0,5021.88,1458.12,Completed
O0000413,P0194,S0081,3,0.25,4950.0,4333.68,616.32,Completed
O0000414,P0395,S0014,2,0.08,8648.0,4775.32,3872.68,Completed
O0000415,P0346,S0063,1,0.08,0.0,0.0,0.0,Completed
O0000416,P0310,S0050,2,0.12,1584.0,1249.8,334.2,Completed
O0000416,P0163,S0050,1,0.05,4560.0,2655.22,1904.78,Completed
O0000416,P0206,S0050,2,0.25,1650.0,1644.8,5.2,Completed
O0000417,P0384,S0097,1,0.15,10115.0,7048.9,3066.1,Completed
O0000417,P0217,S0097,1,0.15,2380.0,1870.7,509.3,Completed
O0000418,P0277,S0089,2,0.03,1940.0,1380.5,559.5,Completed
O0000418,P0182,S0089,3,0.08,8832.0,4974.81,3857.19,Completed
O0000419,P0401,S0020,2,0.12,2112.0,1463.42,648.58,Completed
O0000419,P0095,S0020,4,0.03,16296.0,10670.84,5625.16,Completed
O0000419,P0230,S0020,1,0.25,1800.0,1673.96,126.04,Completed
O0000419,P0120,S0020,3,0.05,22230.0,18060.12,4169.88,Completed
O0000420,P0172,S0063,3,0.03,17460.0,11342.07,6117.93,Completed
O0000420,P0055,S0063,2,0.2,3360.0,2593.9,766.1,Completed
O0000421,P0074,S0025,2,0.25,23700.0,18008.74,5691.26,Completed
O0000421,P0274,S0025,1,0.08,828.0,503.04,324.96,Completed
O0000422,P0353,S0084,3,0.05,1425.0,944.94,480.06,Completed
O0000423,P0231,S0086,2,0.2,2240.0,1399.24,840.76,Completed
O0000423,P0229,S0086,2,0.2,2240.0,1959.46,280.54,Completed
O0000424,P0019,S0010,1,0.2,24640.0,15190.49,9449.51,Completed
O0000424,P0377,S0010,1,0.12,9504.0,6261.61,3242.39,Completed
O0000424,P0001,S0010,4,0,224800,171165.64,53634.36,Completed
O0000424,P0293,S0010,1,0.03,679.0,537.09,141.91,Completed
O0000425,P0239,S0062,1,0.15,2210.0,1859.35,350.65,Completed
O0000425,P0031,S0062,3,0.05,20520.0,12663.48,7856.52,Completed
O0000425,P0122,S0062,1,0.12,2992.0,2184.88,807.12,Completed
O0000426,P0196,S0028,1,0.05,1615.0,1252.97,362.03,Completed
O0000427,P0162,S0065,4,0.08,4048.0,2846.32,1201.68,Completed
O0000427,P0411,S0065,4,0.08,16192.0,11016.76,5175.24,Completed
O0000427,P0023,S0065,2,0.05,52820.0,37882.46,14937.54,Completed
O0000428,P0105,S0093,3,0.05,27645.0,20595.99,7049.01,Completed
O0000428,P0109,S0093,4,0.05,14440.0,8614.04,5825.96,Completed
O0000428,P0253,S0093,2,0.03,970.0,769.54,200.46,Completed
O0000429,P0064,S0097,2,0.25,4650.0,3553.5,1096.5,Completed
O0000429,P0185,S0097,2,0.25,7050.0,6000.02,1049.98,Completed
O0000429,P0264,S0097,1,0.15,1445.0,877.24,567.76,Completed
O0000430,P0321,S0036,4,0.05,22040.0,15500.68,6539.32,Returned
O0000430,P0182,S0036,3,0.15,8160.0,4974.81,3185.19,Returned
O0000430,P0174,S0036,1,0.1,1440.0,1056.09,383.91,Returned
O0000431,P0267,S0001,3,0.15,1020.0,878.01,141.99,Completed
O0000431,P0302,S0001,2,0.08,184.0,117.8,66.2,Completed
O0000432,P0115,S0037,2,0.15,3230.0,2620.6,609.4,Completed
O0000433,P0409,S0002,2,0.15,5950.0,5123.98,826.02,Completed
O0000433,P0242,S0002,3,0.05,2850.0,1658.1,1191.9,Completed
O0000433,P0350,S0002,4,0.03,3492.0,2593.32,898.68,Completed
O0000433,P0220,S0002,2,0.12,4752.0,3075.98,1676.02,Completed
O0000434,P0202,S0053,1,0.08,2300.0,1646.94,653.06,Completed
O0000434,P0380,S0053,1,0.12,4752.0,2885.49,1866.51,Completed
O0000435,P0148,S0041,2,0.3,6580.0,4998.9,1581.1,Completed
O0000435,P0302,S0041,4,0.2,320.0,235.6,84.4,Completed
O0000435,P0301,S0041,2,0.05,1710.0,1019.96,690.04,Completed
O0000436,P0339,S0022,1,0.1,9090.0,6791.25,2298.75,Completed
O0000437,P0157,S0032,1,0.25,6450.0,4221.08,2228.92,Completed
O0000437,P0352,S0032,3,0.15,1275.0,851.31,423.69,Completed
O0000438,P0226,S0076,3,0.15,2805.0,1857.87,947.13,Completed
O0000438,P0274,S0076,1,0.05,855.0,503.04,351.96,Completed
O0000438,P0405,S0076,2,0.25,4500.0,4184.04,315.96,Completed
O0000439,P0386,S0034,4,0,23600,17066.36,6533.64,Completed
O0000439,P0184,S0034,1,0.15,2805.0,1597.19,1207.81,Completed
O0000440,P0045,S0099,2,0.15,21080.0,13949.72,7130.28,Pending
O0000441,P0001,S0036,4,0.03,218056.0,171165.64,46890.36,Completed
O0000442,P0226,S0015,2,0.15,1870.0,1238.58,631.42,Completed
O0000442,P0243,S0015,1,0.2,400.0,288.31,111.69,Completed
O0000442,P0158,S0015,2,0.05,1330.0,940.82,389.18,Completed
O0000443,P0399,S0042,1,0.15,1955.0,1327.58,627.42,Completed
O0000443,P0149,S0042,2,0.15,8670.0,5268.36,3401.64,Completed
O0000444,P0225,S0043,4,0.2,1280.0,1191.48,88.52,Completed
O0000444,P0127,S0043,2,0.12,6864.0,4078.86,2785.14,Completed
O0000445,P0222,S0055,4,0.05,2660.0,1550.88,1109.12,Completed
O0000445,P0185,S0055,2,0.05,8930.0,6000.02,2929.98,Completed
O0000445,P0278,S0055,1,0.03,873.0,450.44,422.56,Completed
O0000446,P0201,S0077,3,0.03,6402.0,4066.56,2335.44,Completed
O0000447,P0100,S0040,4,0.1,13320.0,8033.6,5286.4,Cancelled
O0000447,P0364,S0040,1,0.25,18375.0,16448.91,1926.09,Cancelled
O0000447,P0207,S0040,4,0.12,4928.0,3301.56,1626.44,Cancelled
O0000447,P0187,S0040,2,0.1,1620.0,898.74,721.26,Cancelled
O0000448,P0141,S0079,4,0,12000,8447.12,3552.88,Completed
O0000449,P0037,S0085,2,0.1,20520.0,13186.76,7333.24,Completed
O0000449,P0133,S0085,3,0.13,13050.0,8697.87,4352.13,Completed
O0000449,P0282,S0085,3,0,5100,3406.95,1693.05,Completed
O0000450,P0240,S0050,3,0.12,7128.0,3958.02,3169.98,Completed
O0000450,P0400,S0050,4,0.08,11776.0,8579.44,3196.56,Completed
O0000451,P0136,S0025,1,0.12,3520.0,3011.7,508.3,Completed
O0000451,P0194,S0025,2,0.12,3872.0,2889.12,982.88,Completed
O0000452,P0203,S0094,2,0.12,1584.0,1362.14,221.86,Completed
O0000453,P0179,S0095,2,0,13600,8000.64,5599.36,Completed
O0000454,P0002,S0007,2,0.08,107272.0,56126.56,51145.44,Completed
O0000454,P0070,S0007,2,0.03,10864.0,5487.02,5376.98,Completed
O0000455,P0150,S0076,2,0.08,10304.0,5966.78,4337.22,Completed
O0000455,P0085,S0076,3,0.03,21825.0,14132.73,7692.27,Completed
O0000455,P0130,S0076,3,0.1,4050.0,2527.83,1522.17,Completed
O0000456,P0287,S0043,3,0.03,1455.0,925.8,529.2,Completed
O0000456,P0349,S0043,4,0.2,1600.0,1486.32,113.68,Completed
O0000457,P0006,S0077,3,0.1,162540.0,131647.47,30892.53,Completed
O0000457,P0402,S0077,1,0.1,3060.0,1903.7,1156.3,Completed
O0000457,P0418,S0077,1,0.05,1140.0,617.7,522.3,Completed
O0000457,P0163,S0077,4,0.25,14400.0,10620.88,3779.12,Completed
O0000458,P0406,S0056,4,0.12,17600.0,11136.4,6463.6,Completed
O0000459,P0376,S0059,2,0.12,11440.0,7334.48,4105.52,Completed
O0000460,P0024,S0078,2,0.2,25280.0,17996.76,7283.24,Completed
O0000460,P0168,S0078,2,0.1,9540.0,7364.52,2175.48,Completed
O0000460,P0237,S0078,3,0.05,8835.0,6298.23,2536.77,Completed
O0000460,P0189,S0078,1,0.1,4140.0,3521.63,618.37,Completed
O0000461,P0202,S0051,4,0.03,9700.0,6587.76,3112.24,Completed
O0000461,P0330,S0051,4,0.15,79900.0,60334.84,19565.16,Completed
O0000462,P0197,S0099,2,0.1,720.0,544.38,175.62,Completed
O0000463,P0360,S0048,1,0.03,776.0,399.29,376.71,Cancelled
O0000463,P0066,S0048,1,0,8300,4644.51,3655.49,Cancelled
O0000464,P0383,S0057,4,0.15,18700.0,14749.32,3950.68,Completed
O0000465,P0057,S0024,3,0.08,4416.0,2723.94,1692.06,Completed
O0000465,P0305,S0024,3,0.1,3240.0,2469.99,770.01,Completed
O0000465,P0184,S0024,4,0.15,11220.0,6388.76,4831.24,Completed
O0000466,P0166,S0067,2,0.1,1260.0,684.64,575.36,Completed
O0000466,P0235,S0067,3,0.2,4080.0,3043.77,1036.23,Completed
O0000467,P0098,S0052,2,0.25,11250.0,7931.72,3318.28,Completed
O0000468,P0282,S0064,4,0.08,6256.0,4542.6,1713.4,Completed
O0000468,P0154,S0064,3,0.25,7200.0,6974.46,225.54,Completed
O0000468,P0073,S0064,1,0.25,13725.0,12723.79,1001.21,Completed
O0000468,P0256,S0064,4,0.05,1900.0,1342.0,558.0,Completed
O0000469,P0294,S0044,4,0,1200,927.44,272.56,Completed
O0000469,P0377,S0044,1,0.05,10260.0,6261.61,3998.39,Completed
O0000470,P0209,S0034,4,0.05,6080.0,3285.16,2794.84,Completed
O0000471,P0079,S0003,1,0.1,15570.0,8820.63,6749.37,Completed
O0000471,P0136,S0003,4,0.05,15200.0,12046.8,3153.2,Completed
O0000471,P0261,S0003,1,0.15,1190.0,842.67,347.33,Completed
O0000472,P0141,S0033,1,0.15,2550.0,2111.78,438.22,Completed
O0000472,P0300,S0033,2,0.05,1140.0,688.64,451.36,Completed
O0000472,P0350,S0033,2,0.15,1530.0,1296.66,233.34,Completed
O0000472,P0237,S0033,1,0.15,2635.0,2099.41,535.59,Completed
O0000473,P0104,S0083,4,0.2,27520.0,21843.92,5676.08,Completed
O0000473,P0332,S0083,2,0.25,6750.0,4802.54,1947.46,Completed
O0000474,P0373,S0096,2,0.2,34720.0,30065.72,4654.28,Completed
O0000474,P0036,S0096,3,0.1,24030.0,17995.5,6034.5,Completed
O0000475,P0152,S0034,3,0.1,9990.0,7411.86,2578.14,Cancelled
O0000475,P0341,S0034,2,0.08,43240.0,26720.4,16519.6,Cancelled
O0000475,P0271,S0034,1,0.08,1288.0,888.43,399.57,Cancelled
O0000475,P0012,S0034,3,0.03,156558.0,100207.17,56350.83,Cancelled
O0000476,P0076,S0071,3,0,8100,4805.94,3294.06,Returned
O0000476,P0349,S0071,1,0.05,475.0,371.58,103.42,Returned
O0000476,P0144,S0071,2,0.2,7680.0,6249.64,1430.36,Returned
O0000476,P0130,S0071,3,0.03,4365.0,2527.83,1837.17,Returned
O0000477,P0172,S0064,2,0.03,11640.0,7561.38,4078.62,Completed
O0000477,P0189,S0064,1,0,4600,3521.63,1078.37,Completed
O0000478,P0201,S0022,4,0.25,6600.0,5422.08,1177.92,Completed
O0000478,P0123,S0022,4,0.2,10560.0,9797.36,762.64,Completed
O0000479,P0286,S0088,1,0.12,264.0,199.22,64.78,Completed
O0000479,P0105,S0088,4,0,38800,27461.32,11338.68,Completed
O0000479,P0058,S0088,1,0,6700,4746.49,1953.51,Completed
O0000479,P0293,S0088,2,0.15,1190.0,1074.18,115.82,Completed
O0000480,P0341,S0077,3,0.03,68385.0,40080.6,28304.4,Completed
O0000480,P0124,S0077,4,0.03,12804.0,9907.12,2896.88,Completed
O0000480,P0350,S0077,1,0.05,855.0,648.33,206.67,Completed
O0000481,P0062,S0027,3,0.25,2475.0,2010.63,464.37,Completed
O0000482,P0075,S0072,3,0.2,5040.0,4246.35,793.65,Completed
O0000482,P0313,S0072,2,0.12,2640.0,2075.22,564.78,Completed
O0000483,P0307,S0067,1,0.15,425.0,288.34,136.66,Completed
O0000483,P0180,S0067,1,0.25,3600.0,3308.08,291.92,Completed
O0000483,P0120,S0067,1,0.03,7566.0,6020.04,1545.96,Completed
O0000483,P0309,S0067,2,0,2200,1674.7,525.3,Completed
O0000484,P0109,S0090,3,0,11400,6460.53,4939.47,Completed
O0000485,P0087,S0031,3,0.03,40449.0,30422.49,10026.51,Completed
O0000486,P0076,S0027,2,0.03,5238.0,3203.96,2034.04,Completed
O0000487,P0013,S0076,2,0.1,124920.0,66800.42,58119.58,Completed
O0000487,P0208,S0076,2,0.05,6270.0,3564.12,2705.88,Completed
O0000488,P0402,S0078,2,0.03,6596.0,3807.4,2788.6,Completed
O0000488,P0059,S0078,1,0.08,1932.0,1332.99,599.01,Completed
O0000488,P0187,S0078,1,0.05,855.0,449.37,405.63,Completed
O0000489,P0336,S0003,2,0.1,34740.0,25712.48,9027.52,Completed
O0000490,P0361,S0041,4,0.15,29580.0,17430.24,12149.76,Returned
O0000490,P0144,S0041,1,0.2,3840.0,3124.82,715.18,Returned
O0000490,P0311,S0041,2,0.05,760.0,451.08,308.92,Returned
O0000491,P0119,S0033,2,0,12000,8046.7,3953.3,Completed
O0000491,P0094,S0033,1,0,5800,3817.85,1982.15,Completed
O0000491,P0035,S0033,4,0.1,16560.0,10640.12,5919.88,Completed
O0000491,P0150,S0033,1,0.2,4480.0,2983.39,1496.61,Completed
O0000492,P0418,S0016,3,0.05,3420.0,1853.1,1566.9,Completed
O0000492,P0359,S0016,4,0.25,2700.0,2298.44,401.56,Completed
O0000492,P0138,S0016,2,0.2,9760.0,6123.74,3636.26,Completed
O0000493,P0216,S0043,1,0.15,1360.0,1049.23,310.77,Completed
O0000493,P0348,S0043,3,0.15,1020.0,676.44,343.56,Completed
O0000493,P0193,S0043,4,0,2000,1023.56,976.44,Completed
O0000494,P0405,S0089,3,0,9000,6276.06,2723.94,Returned
O0000495,P0242,S0015,3,0.03,2910.0,1658.1,1251.9,Cancelled
O0000495,P0111,S0015,2,0.1,12420.0,6739.82,5680.18,Cancelled
O0000495,P0396,S0015,3,0.25,3150.0,2103.66,1046.34,Cancelled
O0000496,P0237,S0001,4,0.2,9920.0,8397.64,1522.36,Completed
O0000497,P0290,S0054,3,0.1,2700.0,1696.5,1003.5,Completed
O0000498,P0054,S0091,2,0,8000,4698.34,3301.66,Completed
O0000498,P0365,S0091,4,0.25,60600.0,57507.68,3092.32,Completed
O0000498,P0280,S0091,3,0.08,5520.0,3396.12,2123.88,Completed
O0000499,P0199,S0086,4,0.25,9900.0,8221.24,1678.76,Completed
O0000499,P0168,S0086,4,0.25,15900.0,14729.04,1170.96,Completed
O0000499,P0326,S0086,3,0.03,41904.0,27416.52,14487.48,Completed
O0000500,P0023,S0090,1,0.03,26966.0,18941.23,8024.77,Completed
O0000500,P0368,S0090,1,0.05,20045.0,15157.01,4887.99,Completed
O0000500,P0160,S0090,1,0,4400,2680.03,1719.97,Completed
O0000501,P0055,S0098,2,0.1,3780.0,2593.9,1186.1,Completed
O0000501,P0386,S0098,4,0,23600,17066.36,6533.64,Completed
O0000501,P0345,S0098,1,0.1,6750.0,4670.16,2079.84,Completed
O0000502,P0401,S0035,3,0.15,3060.0,2195.13,864.87,Completed
O0000503,P0066,S0077,1,0.03,8051.0,4644.51,3406.49,Completed
O0000504,P0142,S0062,3,0.08,2208.0,1398.6,809.4,Completed
O0000505,P0213,S0035,2,0.15,4760.0,3745.74,1014.26,Pending
O0000506,P0152,S0033,1,0.25,2775.0,2470.62,304.38,Completed
O0000507,P0039,S0023,3,0.05,41895.0,23406.81,18488.19,Completed
O0000507,P0182,S0023,3,0.15,8160.0,4974.81,3185.19,Completed
O0000508,P0085,S0025,4,0.1,27000.0,18843.64,8156.36,Completed
O0000508,P0368,S0025,2,0.08,38824.0,30314.02,8509.98,Completed
O0000509,P0234,S0007,2,0.03,8536.0,6786.3,1749.7,Completed
O0000509,P0122,S0007,4,0,13600,8739.52,4860.48,Completed
O0000509,P0279,S0007,3,0.08,3036.0,2547.9,488.1,Completed
O0000510,P0091,S0094,3,0.2,8160.0,7495.53,664.47,Completed
O0000510,P0255,S0094,1,0.08,644.0,442.79,201.21,Completed
O0000510,P0011,S0094,1,0.1,50220.0,30850.97,19369.03,Completed
O0000511,P0342,S0100,3,0.08,51888.0,41396.79,10491.21,Completed
O0000511,P0358,S0100,2,0.15,1020.0,697.24,322.76,Completed
O0000512,P0341,S0063,4,0.25,70500.0,53440.8,17059.2,Completed
O0000512,P0190,S0063,1,0.05,2470.0,1929.97,540.03,Completed
O0000513,P0368,S0056,1,0.2,16880.0,15157.01,1722.99,Completed
O0000513,P0305,S0056,3,0.1,3240.0,2469.99,770.01,Completed
O0000513,P0319,S0056,2,0.05,31160.0,19594.68,11565.32,Completed
O0000514,P0018,S0044,2,0.2,95680.0,77907.44,17772.56,Completed
O0000515,P0122,S0048,1,0.2,2720.0,2184.88,535.12,Completed
O0000515,P0051,S0048,3,0.1,4050.0,2565.69,1484.31,Completed
O0000515,P0235,S0048,4,0.25,5100.0,4058.36,1041.64,Completed
O0000515,P0003,S0048,4,0.1,138600.0,100482.44,38117.56,Completed
O0000516,P0301,S0008,3,0.03,2619.0,1529.94,1089.06,Completed
O0000517,P0359,S0023,2,0.03,1746.0,1149.22,596.78,Completed
O0000517,P0117,S0023,2,0.03,11058.0,5571.68,5486.32,Completed
O0000518,P0022,S0021,4,0,201200,122325.48,78874.52,Completed
O0000518,P0355,S0021,1,0.15,510.0,388.1,121.9,Completed
O0000518,P0139,S0021,1,0.05,1045.0,621.79,423.21,Completed
O0000518,P0234,S0021,1,0.05,4180.0,3393.15,786.85,Completed
O0000519,P0217,S0007,3,0,8400,5612.1,2787.9,Completed
O0000519,P0075,S0007,4,0.03,8148.0,5661.8,2486.2,Completed
O0000519,P0357,S0007,4,0.03,1164.0,801.68,362.32,Completed
O0000519,P0074,S0007,4,0.1,56880.0,36017.48,20862.52,Completed
O0000520,P0294,S0087,4,0.05,1140.0,927.44,212.56,Completed
O0000520,P0085,S0087,4,0.2,24000.0,18843.64,5156.36,Completed
O0000520,P0332,S0087,3,0.08,12420.0,7203.81,5216.19,Completed
O0000520,P0123,S0087,2,0.12,5808.0,4898.68,909.32,Completed
O0000521,P0084,S0061,4,0.08,108560.0,75952.84,32607.16,Pending
O0000522,P0199,S0096,3,0.25,7425.0,6165.93,1259.07,Completed
O0000523,P0356,S0030,3,0.2,960.0,839.67,120.33,Completed
O0000523,P0256,S0030,4,0.2,1600.0,1342.0,258.0,Completed
O0000523,P0167,S0030,2,0.2,3520.0,3032.96,487.04,Completed
O0000523,P0025,S0030,4,0.05,119700.0,88113.96,31586.04,Completed
O0000524,P0174,S0081,4,0,6400,4224.36,2175.64,Completed
O0000525,P0416,S0029,2,0.1,12240.0,8314.96,3925.04,Completed
O0000525,P0239,S0029,4,0.03,10088.0,7437.4,2650.6,Completed
O0000526,P0065,S0010,3,0.15,13515.0,9465.66,4049.34,Completed
O0000527,P0125,S0043,3,0.12,10560.0,7651.8,2908.2,Completed
O0000528,P0247,S0099,1,0.2,720.0,597.58,122.42,Completed
O0000528,P0402,S0099,1,0.15,2890.0,1903.7,986.3,Completed
O0000528,P0126,S0099,4,0.05,8740.0,4492.28,4247.72,Completed
O0000529,P0381,S0079,1,0.15,5440.0,3345.62,2094.38,Completed
O0000529,P0218,S0079,2,0.2,1440.0,1044.96,395.04,Completed
O0000530,P0358,S0096,1,0.05,570.0,348.62,221.38,Pending
O0000530,P0406,S0096,3,0.03,14550.0,8352.3,6197.7,Pending
O0000530,P0378,S0096,1,0.2,7920.0,5535.05,2384.95,Pending
O0000531,P0241,S0047,4,0.05,2280.0,1259.36,1020.64,Completed
O0000531,P0130,S0047,2,0.03,2910.0,1685.22,1224.78,Completed
O0000532,P0416,S0087,2,0.08,12512.0,8314.96,4197.04,Completed
O0000533,P0263,S0028,3,0.15,1530.0,1322.82,207.18,Completed
O0000533,P0183,S0028,1,0.2,960.0,658.15,301.85,Completed
O0000533,P0208,S0028,3,0.1,8910.0,5346.18,3563.82,Completed
O0000534,P0193,S0042,2,0,1000,511.78,488.22,Completed
O0000534,P0185,S0042,3,0.03,13677.0,9000.03,4676.97,Completed
O0000535,P0067,S0057,2,0.03,47918.0,33388.5,14529.5,Completed
O0000536,P0123,S0070,1,0.1,2970.0,2449.34,520.66,Completed
O0000536,P0368,S0070,2,0.03,40934.0,30314.02,10619.98,Completed
O0000537,P0284,S0010,2,0.15,2040.0,1692.62,347.38,Returned
O0000537,P0016,S0010,1,0.15,53550.0,30328.99,23221.01,Returned
O0000538,P0222,S0071,3,0,2100,1163.16,936.84,Completed
O0000538,P0399,S0071,1,0.2,1840.0,1327.58,512.42,Completed
O0000538,P0362,S0071,3,0.05,17100.0,10907.4,6192.6,Completed
O0000539,P0241,S0086,1,0.25,450.0,314.84,135.16,Pending
O0000540,P0145,S0010,4,0.03,15132.0,12095.48,3036.52,Completed
O0000541,P0327,S0052,1,0,23600,14311.84,9288.16,Completed
O0000541,P0381,S0052,3,0.2,15360.0,10036.86,5323.14,Completed
O0000541,P0100,S0052,2,0.05,7030.0,4016.8,3013.2,Completed
O0000542,P0174,S0074,2,0.2,2560.0,2112.18,447.82,Pending
O0000542,P0247,S0074,3,0,2700,1792.74,907.26,Pending
O0000542,P0022,S0074,1,0.1,45270.0,30581.37,14688.63,Pending
O0000543,P0274,S0033,2,0.25,1350.0,1006.08,343.92,Completed
O0000543,P0040,S0033,2,0.2,13440.0,12986.76,453.24,Completed
O0000543,P0102,S0033,1,0.2,2960.0,2331.16,628.84,Completed
O0000544,P0381,S0083,3,0.25,14400.0,10036.86,4363.14,Completed
O0000545,P0171,S0094,2,0,7400,4198.18,3201.82,Completed
O0000546,P0357,S0008,1,0.12,264.0,200.42,63.58,Completed
O0000546,P0272,S0008,4,0.1,8280.0,5709.72,2570.28,Completed
O0000547,P0346,S0027,2,0,0,0.0,0.0,Completed
O0000547,P0284,S0027,4,0.15,4080.0,3385.24,694.76,Completed
O0000547,P0335,S0027,4,0.08,18768.0,15842.04,2925.96,Completed
O0000548,P0310,S0056,1,0.08,828.0,624.9,203.1,Completed
O0000549,P0027,S0082,3,0.25,90675.0,61194.51,29480.49,Completed
O0000549,P0268,S0082,1,0.15,1190.0,949.1,240.9,Completed
O0000550,P0251,S0050,2,0.2,1600.0,990.64,609.36,Completed
O0000550,P0241,S0050,3,0.1,1620.0,944.52,675.48,Completed
O0000551,P0221,S0046,4,0.08,8464.0,6059.56,2404.44,Pending
O0000552,P0169,S0008,4,0.15,13600.0,7945.36,5654.64,Completed
O0000552,P0105,S0008,2,0.1,17460.0,13730.66,3729.34,Completed
O0000552,P0229,S0008,1,0.03,1358.0,979.73,378.27,Completed
O0000553,P0362,S0094,2,0.2,9600.0,7271.6,2328.4,Completed
O0000553,P0125,S0094,1,0.25,3000.0,2550.6,449.4,Completed
O0000553,P0169,S0094,4,0.2,12800.0,7945.36,4854.64,Completed
O0000554,P0027,S0063,3,0.05,114855.0,61194.51,53660.49,Completed
O0000554,P0414,S0063,2,0.05,1900.0,1011.46,888.54,Completed
O0000554,P0301,S0063,1,0.2,720.0,509.98,210.02,Completed
O0000554,P0321,S0063,2,0.2,9280.0,7750.34,1529.66,Completed
O0000555,P0271,S0054,3,0.2,3360.0,2665.29,694.71,Completed
O0000555,P0416,S0054,1,0.15,5780.0,4157.48,1622.52,Completed
O0000556,P0390,S0032,2,0.25,16350.0,11995.44,4354.56,Returned
O0000556,P0411,S0032,2,0.25,6600.0,5508.38,1091.62,Returned
O0000556,P0155,S0032,3,0.08,19872.0,11858.07,8013.93,Returned
O0000557,P0328,S0004,2,0.1,53100.0,33224.96,19875.04,Completed
O0000557,P0201,S0004,2,0.1,3960.0,2711.04,1248.96,Completed
O0000558,P0161,S0042,3,0.25,19575.0,17213.31,2361.69,Completed
O0000558,P0261,S0042,3,0.2,3360.0,2528.01,831.99,Completed
O0000559,P0054,S0085,1,0,4000,2349.17,1650.83,Pending
O0000560,P0220,S0074,2,0.08,4968.0,3075.98,1892.02,Completed
O0000561,P0239,S0072,1,0,2600,1859.35,740.65,Completed
O0000561,P0265,S0072,3,0.08,4968.0,4058.91,909.09,Completed
O0000562,P0062,S0045,4,0.1,3960.0,2680.84,1279.16,Completed
O0000562,P0133,S0045,3,0.05,14250.0,8697.87,5552.13,Completed
O0000562,P0135,S0045,1,0.12,2552.0,1921.99,630.01,Completed
O0000563,P0282,S0068,3,0.03,4947.0,3406.95,1540.05,Cancelled
O0000563,P0193,S0068,1,0,500,255.89,244.11,Cancelled
O0000564,P0195,S0003,2,0.08,3312.0,2777.88,534.12,Completed
O0000564,P0153,S0003,4,0.08,21712.0,17796.6,3915.4,Completed
O0000564,P0103,S0003,1,0.03,3589.0,2137.28,1451.72,Completed
O0000565,P0115,S0057,3,0.25,4275.0,3930.9,344.1,Completed
O0000565,P0105,S0057,1,0.2,7760.0,6865.33,894.67,Completed
O0000565,P0221,S0057,4,0.1,8280.0,6059.56,2220.44,Completed
O0000565,P0180,S0057,2,0,9600,6616.16,2983.84,Completed
O0000566,P0308,S0044,3,0.2,2400.0,1796.31,603.69,Completed
O0000567,P0302,S0042,4,0,400,235.6,164.4,Pending
O0000567,P0300,S0042,1,0.12,528.0,344.32,183.68,Pending
O0000567,P0189,S0042,4,0.03,17848.0,14086.52,3761.48,Pending
O0000567,P0036,S0042,1,0.08,8188.0,5998.5,2189.5,Pending
O0000568,P0142,S0006,1,0.08,736.0,466.2,269.8,Returned
O0000568,P0255,S0006,3,0.25,1575.0,1328.37,246.63,Returned
O0000568,P0364,S0006,1,0.1,22050.0,16448.91,5601.09,Returned
